,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,range_times,day_type,weather_situation,season_type,range_times_encoded,range_times_clustered
7731,7732,2011-11-23,4,0,11,18,0,3,1,2,7,138,145,Evening,Working Day,Misty,Winter,2,2
7732,7733,2011-11-23,4,0,11,19,0,3,1,1,6,116,122,Night,Working Day,Clearly,Winter,4,2
7733,7734,2011-11-23,4,0,11,20,0,3,1,1,1,67,68,Night,Working Day,Clearly,Winter,4,2
7734,7735,2011-11-23,4,0,11,21,0,3,1,1,0,66,66,Night,Working Day,Clearly,Winter,4,2
7735,7736,2011-11-23,4,0,11,22,0,3,1,1,3,59,62,Night,Working Day,Clearly,Winter,4,2
7736,7737,2011-11-23,4,0,11,23,0,3,1,1,4,47,51,Night,Working Day,Clearly,Winter,4,2
7737,7738,2011-11-24,4,0,11,0,1,4,0,1,1,22,23,Dawn,Working Day,Clearly,Winter,1,1
7738,7739,2011-11-24,4,0,11,1,1,4,0,1,1,23,24,Dawn,Working Day,Clearly,Winter,1,1
7739,7740,2011-11-24,4,0,11,2,1,4,0,1,3,19,22,Dawn,Working Day,Clearly,Winter,1,1
7740,7741,2011-11-24,4,0,11,3,1,4,0,1,1,4,5,Dawn,Working Day,Clearly,Winter,1,1
7741,7742,2011-11-24,4,0,11,4,1,4,0,1,1,1,2,Morning,Working Day,Clearly,Winter,3,2
7742,7743,2011-11-24,4,0,11,5,1,4,0,1,1,10,11,Morning,Working Day,Clearly,Winter,3,2
7743,7744,2011-11-24,4,0,11,6,1,4,0,1,1,5,6,Morning,Working Day,Clearly,Winter,3,2
7744,7745,2011-11-24,4,0,11,7,1,4,0,1,9,31,40,Morning,Working Day,Clearly,Winter,3,2
7745,7746,2011-11-24,4,0,11,8,1,4,0,1,4,42,46,Morning,Working Day,Clearly,Winter,3,2
7746,7747,2011-11-24,4,0,11,9,1,4,0,1,13,68,81,Morning,Working Day,Clearly,Winter,3,2
7747,7748,2011-11-24,4,0,11,10,1,4,0,1,34,64,98,Morning,Working Day,Clearly,Winter,3,2
7748,7749,2011-11-24,4,0,11,11,1,4,0,1,52,90,142,Afternoon,Working Day,Clearly,Winter,0,1
7749,7750,2011-11-24,4,0,11,12,1,4,0,1,62,88,150,Afternoon,Working Day,Clearly,Winter,0,1
7750,7751,2011-11-24,4,0,11,13,1,4,0,1,84,91,175,Afternoon,Working Day,Clearly,Winter,0,1
7751,7752,2011-11-24,4,0,11,14,1,4,0,1,74,94,168,Afternoon,Working Day,Clearly,Winter,0,1
7752,7753,2011-11-24,4,0,11,15,1,4,0,1,78,71,149,Afternoon,Working Day,Clearly,Winter,0,1
7753,7754,2011-11-24,4,0,11,16,1,4,0,1,48,66,114,Afternoon,Working Day,Clearly,Winter,0,1
7754,7755,2011-11-24,4,0,11,17,1,4,0,1,34,40,74,Evening,Working Day,Clearly,Winter,2,2
7755,7756,2011-11-24,4,0,11,18,1,4,0,1,13,24,37,Evening,Working Day,Clearly,Winter,2,2
7756,7757,2011-11-24,4,0,11,19,1,4,0,1,15,13,28,Night,Working Day,Clearly,Winter,4,2
7757,7758,2011-11-24,4,0,11,20,1,4,0,1,14,17,31,Night,Working Day,Clearly,Winter,4,2
7758,7759,2011-11-24,4,0,11,21,1,4,0,1,7,19,26,Night,Working Day,Clearly,Winter,4,2
7759,7760,2011-11-24,4,0,11,22,1,4,0,1,8,14,22,Night,Working Day,Clearly,Winter,4,2
7760,7761,2011-11-24,4,0,11,23,1,4,0,1,2,19,21,Night,Working Day,Clearly,Winter,4,2
7761,7762,2011-11-25,4,0,11,0,0,5,1,1,7,22,29,Dawn,Working Day,Clearly,Winter,1,1
7762,7763,2011-11-25,4,0,11,1,0,5,1,1,2,12,14,Dawn,Working Day,Clearly,Winter,1,1
7763,7764,2011-11-25,4,0,11,2,0,5,1,1,4,6,10,Dawn,Working Day,Clearly,Winter,1,1
7764,7765,2011-11-25,4,0,11,3,0,5,1,1,0,2,2,Dawn,Working Day,Clearly,Winter,1,1
7765,7766,2011-11-25,4,0,11,4,0,5,1,1,4,3,7,Morning,Working Day,Clearly,Winter,3,2
7766,7767,2011-11-25,4,0,11,5,0,5,1,1,2,3,5,Morning,Working Day,Clearly,Winter,3,2
7767,7768,2011-11-25,4,0,11,6,0,5,1,1,4,9,13,Morning,Working Day,Clearly,Winter,3,2
7768,7769,2011-11-25,4,0,11,7,0,5,1,1,4,31,35,Morning,Working Day,Clearly,Winter,3,2
7769,7770,2011-11-25,4,0,11,8,0,5,1,1,6,68,74,Morning,Working Day,Clearly,Winter,3,2
7770,7771,2011-11-25,4,0,11,9,0,5,1,1,25,70,95,Morning,Working Day,Clearly,Winter,3,2
7771,7772,2011-11-25,4,0,11,10,0,5,1,1,60,82,142,Morning,Working Day,Clearly,Winter,3,2
7772,7773,2011-11-25,4,0,11,11,0,5,1,1,99,127,226,Afternoon,Working Day,Clearly,Winter,0,1
7773,7774,2011-11-25,4,0,11,12,0,5,1,1,126,146,272,Afternoon,Working Day,Clearly,Winter,0,1
7774,7775,2011-11-25,4,0,11,13,0,5,1,1,143,140,283,Afternoon,Working Day,Clearly,Winter,0,1
7775,7776,2011-11-25,4,0,11,14,0,5,1,1,122,150,272,Afternoon,Working Day,Clearly,Winter,0,1
7776,7777,2011-11-25,4,0,11,15,0,5,1,1,165,145,310,Afternoon,Working Day,Clearly,Winter,0,1
7777,7778,2011-11-25,4,0,11,16,0,5,1,1,122,139,261,Afternoon,Working Day,Clearly,Winter,0,1
7778,7779,2011-11-25,4,0,11,17,0,5,1,1,57,127,184,Evening,Working Day,Clearly,Winter,2,2
7779,7780,2011-11-25,4,0,11,18,0,5,1,1,45,108,153,Evening,Working Day,Clearly,Winter,2,2
7780,7781,2011-11-25,4,0,11,19,0,5,1,1,38,96,134,Night,Working Day,Clearly,Winter,4,2
7781,7782,2011-11-25,4,0,11,20,0,5,1,1,19,76,95,Night,Working Day,Clearly,Winter,4,2
7782,7783,2011-11-25,4,0,11,21,0,5,1,1,24,61,85,Night,Working Day,Clearly,Winter,4,2
7783,7784,2011-11-25,4,0,11,22,0,5,1,1,12,46,58,Night,Working Day,Clearly,Winter,4,2
7784,7785,2011-11-25,4,0,11,23,0,5,1,1,5,28,33,Night,Working Day,Clearly,Winter,4,2
7785,7786,2011-11-26,4,0,11,0,0,6,0,1,9,38,47,Dawn,Holiday,Clearly,Winter,1,1
7786,7787,2011-11-26,4,0,11,1,0,6,0,1,5,24,29,Dawn,Holiday,Clearly,Winter,1,1
7787,7788,2011-11-26,4,0,11,2,0,6,0,1,3,20,23,Dawn,Holiday,Clearly,Winter,1,1
7788,7789,2011-11-26,4,0,11,3,0,6,0,1,8,9,17,Dawn,Holiday,Clearly,Winter,1,1
7789,7790,2011-11-26,4,0,11,4,0,6,0,1,0,4,4,Morning,Holiday,Clearly,Winter,3,2
7790,7791,2011-11-26,4,0,11,5,0,6,0,1,0,3,3,Morning,Holiday,Clearly,Winter,3,2
7791,7792,2011-11-26,4,0,11,6,0,6,0,2,2,8,10,Morning,Holiday,Misty,Winter,3,2
7792,7793,2011-11-26,4,0,11,7,0,6,0,1,4,13,17,Morning,Holiday,Clearly,Winter,3,2
7793,7794,2011-11-26,4,0,11,8,0,6,0,1,10,50,60,Morning,Holiday,Clearly,Winter,3,2
7794,7795,2011-11-26,4,0,11,9,0,6,0,1,16,67,83,Morning,Holiday,Clearly,Winter,3,2
7795,7796,2011-11-26,4,0,11,10,0,6,0,1,57,84,141,Morning,Holiday,Clearly,Winter,3,2
7796,7797,2011-11-26,4,0,11,11,0,6,0,1,107,123,230,Afternoon,Holiday,Clearly,Winter,0,1
7797,7798,2011-11-26,4,0,11,12,0,6,0,1,137,172,309,Afternoon,Holiday,Clearly,Winter,0,1
7798,7799,2011-11-26,4,0,11,13,0,6,0,1,177,148,325,Afternoon,Holiday,Clearly,Winter,0,1
7799,7800,2011-11-26,4,0,11,14,0,6,0,2,141,158,299,Afternoon,Holiday,Misty,Winter,0,1
7800,7801,2011-11-26,4,0,11,15,0,6,0,2,154,160,314,Afternoon,Holiday,Misty,Winter,0,1
7801,7802,2011-11-26,4,0,11,16,0,6,0,2,137,138,275,Afternoon,Holiday,Misty,Winter,0,1
7802,7803,2011-11-26,4,0,11,17,0,6,0,2,62,122,184,Evening,Holiday,Misty,Winter,2,2
7803,7804,2011-11-26,4,0,11,18,0,6,0,2,67,118,185,Evening,Holiday,Misty,Winter,2,2
7804,7805,2011-11-26,4,0,11,19,0,6,0,2,46,100,146,Night,Holiday,Misty,Winter,4,2
7805,7806,2011-11-26,4,0,11,20,0,6,0,2,55,86,141,Night,Holiday,Misty,Winter,4,2
7806,7807,2011-11-26,4,0,11,21,0,6,0,2,20,72,92,Night,Holiday,Misty,Winter,4,2
7807,7808,2011-11-26,4,0,11,22,0,6,0,2,14,51,65,Night,Holiday,Misty,Winter,4,2
7808,7809,2011-11-26,4,0,11,23,0,6,0,1,18,51,69,Night,Holiday,Clearly,Winter,4,2
7809,7810,2011-11-27,4,0,11,0,0,0,0,1,7,39,46,Dawn,Holiday,Clearly,Winter,1,1
7810,7811,2011-11-27,4,0,11,1,0,0,0,1,9,35,44,Dawn,Holiday,Clearly,Winter,1,1
7811,7812,2011-11-27,4,0,11,2,0,0,0,1,9,22,31,Dawn,Holiday,Clearly,Winter,1,1
7812,7813,2011-11-27,4,0,11,3,0,0,0,1,9,8,17,Dawn,Holiday,Clearly,Winter,1,1
7813,7814,2011-11-27,4,0,11,4,0,0,0,1,0,4,4,Morning,Holiday,Clearly,Winter,3,2
7814,7815,2011-11-27,4,0,11,5,0,0,0,1,0,5,5,Morning,Holiday,Clearly,Winter,3,2
7815,7816,2011-11-27,4,0,11,6,0,0,0,1,0,9,9,Morning,Holiday,Clearly,Winter,3,2
7816,7817,2011-11-27,4,0,11,7,0,0,0,1,12,11,23,Morning,Holiday,Clearly,Winter,3,2
7817,7818,2011-11-27,4,0,11,8,0,0,0,1,6,36,42,Morning,Holiday,Clearly,Winter,3,2
7818,7819,2011-11-27,4,0,11,9,0,0,0,1,21,90,111,Morning,Holiday,Clearly,Winter,3,2
7819,7820,2011-11-27,4,0,11,10,0,0,0,1,58,131,189,Morning,Holiday,Clearly,Winter,3,2
7820,7821,2011-11-27,4,0,11,11,0,0,0,1,83,157,240,Afternoon,Holiday,Clearly,Winter,0,1
7821,7822,2011-11-27,4,0,11,12,0,0,0,1,63,193,256,Afternoon,Holiday,Clearly,Winter,0,1
7822,7823,2011-11-27,4,0,11,13,0,0,0,1,97,216,313,Afternoon,Holiday,Clearly,Winter,0,1
7823,7824,2011-11-27,4,0,11,14,0,0,0,1,113,200,313,Afternoon,Holiday,Clearly,Winter,0,1
7824,7825,2011-11-27,4,0,11,15,0,0,0,1,96,221,317,Afternoon,Holiday,Clearly,Winter,0,1
7825,7826,2011-11-27,4,0,11,16,0,0,0,1,94,229,323,Afternoon,Holiday,Clearly,Winter,0,1
7826,7827,2011-11-27,4,0,11,17,0,0,0,1,37,167,204,Evening,Holiday,Clearly,Winter,2,0
7827,7828,2011-11-27,4,0,11,18,0,0,0,1,25,130,155,Evening,Holiday,Clearly,Winter,2,2
7828,7829,2011-11-27,4,0,11,19,0,0,0,1,30,109,139,Night,Holiday,Clearly,Winter,4,2
7829,7830,2011-11-27,4,0,11,20,0,0,0,1,10,94,104,Night,Holiday,Clearly,Winter,4,2
7830,7831,2011-11-27,4,0,11,21,0,0,0,1,13,75,88,Night,Holiday,Clearly,Winter,4,2
7831,7832,2011-11-27,4,0,11,22,0,0,0,1,13,53,66,Night,Holiday,Clearly,Winter,4,2
7832,7833,2011-11-27,4,0,11,23,0,0,0,1,5,27,32,Night,Holiday,Clearly,Winter,4,2
7833,7834,2011-11-28,4,0,11,0,0,1,1,1,6,10,16,Dawn,Working Day,Clearly,Winter,1,1
7834,7835,2011-11-28,4,0,11,1,0,1,1,1,1,12,13,Dawn,Working Day,Clearly,Winter,1,1
7835,7836,2011-11-28,4,0,11,3,0,1,1,1,1,4,5,Dawn,Working Day,Clearly,Winter,1,1
7836,7837,2011-11-28,4,0,11,4,0,1,1,1,0,4,4,Morning,Working Day,Clearly,Winter,3,2
7837,7838,2011-11-28,4,0,11,5,0,1,1,1,0,34,34,Morning,Working Day,Clearly,Winter,3,2
7838,7839,2011-11-28,4,0,11,6,0,1,1,1,6,98,104,Morning,Working Day,Clearly,Winter,3,2
7839,7840,2011-11-28,4,0,11,7,0,1,1,1,7,270,277,Morning,Working Day,Clearly,Winter,3,0
7840,7841,2011-11-28,4,0,11,8,0,1,1,2,13,394,407,Morning,Working Day,Misty,Winter,3,0
7841,7842,2011-11-28,4,0,11,9,0,1,1,2,17,191,208,Morning,Working Day,Misty,Winter,3,0
7842,7843,2011-11-28,4,0,11,10,0,1,1,2,21,86,107,Morning,Working Day,Misty,Winter,3,2
7843,7844,2011-11-28,4,0,11,11,0,1,1,2,11,107,118,Afternoon,Working Day,Misty,Winter,0,1
7844,7845,2011-11-28,4,0,11,12,0,1,1,1,13,165,178,Afternoon,Working Day,Clearly,Winter,0,1
7845,7846,2011-11-28,4,0,11,13,0,1,1,2,25,137,162,Afternoon,Working Day,Misty,Winter,0,1
7846,7847,2011-11-28,4,0,11,14,0,1,1,1,14,129,143,Afternoon,Working Day,Clearly,Winter,0,1
7847,7848,2011-11-28,4,0,11,15,0,1,1,1,18,132,150,Afternoon,Working Day,Clearly,Winter,0,1
7848,7849,2011-11-28,4,0,11,16,0,1,1,1,24,240,264,Afternoon,Working Day,Clearly,Winter,0,1
7849,7850,2011-11-28,4,0,11,17,0,1,1,1,24,444,468,Evening,Working Day,Clearly,Winter,2,3
7850,7851,2011-11-28,4,0,11,18,0,1,1,1,20,396,416,Evening,Working Day,Clearly,Winter,2,3
7851,7852,2011-11-28,4,0,11,19,0,1,1,1,4,260,264,Night,Working Day,Clearly,Winter,4,0
7852,7853,2011-11-28,4,0,11,20,0,1,1,2,12,206,218,Night,Working Day,Misty,Winter,4,0
7853,7854,2011-11-28,4,0,11,21,0,1,1,2,4,152,156,Night,Working Day,Misty,Winter,4,2
7854,7855,2011-11-28,4,0,11,22,0,1,1,2,7,102,109,Night,Working Day,Misty,Winter,4,2
7855,7856,2011-11-28,4,0,11,23,0,1,1,2,5,41,46,Night,Working Day,Misty,Winter,4,2
7856,7857,2011-11-29,4,0,11,0,0,2,1,1,4,18,22,Dawn,Working Day,Clearly,Winter,1,1
7857,7858,2011-11-29,4,0,11,1,0,2,1,1,1,16,17,Dawn,Working Day,Clearly,Winter,1,1
7858,7859,2011-11-29,4,0,11,2,0,2,1,2,0,5,5,Dawn,Working Day,Misty,Winter,1,1
7859,7860,2011-11-29,4,0,11,3,0,2,1,2,0,2,2,Dawn,Working Day,Misty,Winter,1,1
7860,7861,2011-11-29,4,0,11,4,0,2,1,2,1,5,6,Morning,Working Day,Misty,Winter,3,2
7861,7862,2011-11-29,4,0,11,5,0,2,1,1,1,21,22,Morning,Working Day,Clearly,Winter,3,2
7862,7863,2011-11-29,4,0,11,6,0,2,1,1,1,88,89,Morning,Working Day,Clearly,Winter,3,2
7863,7864,2011-11-29,4,0,11,7,0,2,1,1,12,330,342,Morning,Working Day,Clearly,Winter,3,0
7864,7865,2011-11-29,4,0,11,8,0,2,1,1,9,440,449,Morning,Working Day,Clearly,Winter,3,0
7865,7866,2011-11-29,4,0,11,9,0,2,1,3,5,197,202,Morning,Working Day,Rainy or Snowy,Winter,3,0
7866,7867,2011-11-29,4,0,11,10,0,2,1,3,2,34,36,Morning,Working Day,Rainy or Snowy,Winter,3,2
7867,7868,2011-11-29,4,0,11,11,0,2,1,3,1,10,11,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
7868,7869,2011-11-29,4,0,11,12,0,2,1,3,1,17,18,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
7869,7870,2011-11-29,4,0,11,13,0,2,1,3,0,22,22,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
7870,7871,2011-11-29,4,0,11,14,0,2,1,3,1,35,36,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
7871,7872,2011-11-29,4,0,11,15,0,2,1,3,5,60,65,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
7872,7873,2011-11-29,4,0,11,16,0,2,1,3,5,146,151,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
7873,7874,2011-11-29,4,0,11,17,0,2,1,2,8,346,354,Evening,Working Day,Misty,Winter,2,0
7874,7875,2011-11-29,4,0,11,18,0,2,1,2,11,347,358,Evening,Working Day,Misty,Winter,2,0
7875,7876,2011-11-29,4,0,11,19,0,2,1,2,6,244,250,Night,Working Day,Misty,Winter,4,0
7876,7877,2011-11-29,4,0,11,20,0,2,1,2,8,176,184,Night,Working Day,Misty,Winter,4,2
7877,7878,2011-11-29,4,0,11,21,0,2,1,2,9,116,125,Night,Working Day,Misty,Winter,4,2
7878,7879,2011-11-29,4,0,11,22,0,2,1,1,5,90,95,Night,Working Day,Clearly,Winter,4,2
7879,7880,2011-11-29,4,0,11,23,0,2,1,1,0,53,53,Night,Working Day,Clearly,Winter,4,2
7880,7881,2011-11-30,4,0,11,0,0,3,1,1,1,23,24,Dawn,Working Day,Clearly,Winter,1,1
7881,7882,2011-11-30,4,0,11,1,0,3,1,1,0,8,8,Dawn,Working Day,Clearly,Winter,1,1
7882,7883,2011-11-30,4,0,11,2,0,3,1,1,0,5,5,Dawn,Working Day,Clearly,Winter,1,1
7883,7884,2011-11-30,4,0,11,3,0,3,1,1,0,1,1,Dawn,Working Day,Clearly,Winter,1,1
7884,7885,2011-11-30,4,0,11,4,0,3,1,1,0,5,5,Morning,Working Day,Clearly,Winter,3,2
7885,7886,2011-11-30,4,0,11,5,0,3,1,1,1,21,22,Morning,Working Day,Clearly,Winter,3,2
7886,7887,2011-11-30,4,0,11,6,0,3,1,1,3,100,103,Morning,Working Day,Clearly,Winter,3,2
7887,7888,2011-11-30,4,0,11,7,0,3,1,1,9,276,285,Morning,Working Day,Clearly,Winter,3,0
7888,7889,2011-11-30,4,0,11,8,0,3,1,1,13,465,478,Morning,Working Day,Clearly,Winter,3,0
7889,7890,2011-11-30,4,0,11,9,0,3,1,1,7,186,193,Morning,Working Day,Clearly,Winter,3,2
7890,7891,2011-11-30,4,0,11,10,0,3,1,1,15,95,110,Morning,Working Day,Clearly,Winter,3,2
7891,7892,2011-11-30,4,0,11,11,0,3,1,1,10,112,122,Afternoon,Working Day,Clearly,Winter,0,1
7892,7893,2011-11-30,4,0,11,12,0,3,1,2,12,148,160,Afternoon,Working Day,Misty,Winter,0,1
7893,7894,2011-11-30,4,0,11,13,0,3,1,2,16,131,147,Afternoon,Working Day,Misty,Winter,0,1
7894,7895,2011-11-30,4,0,11,14,0,3,1,2,13,99,112,Afternoon,Working Day,Misty,Winter,0,1
7895,7896,2011-11-30,4,0,11,15,0,3,1,1,11,104,115,Afternoon,Working Day,Clearly,Winter,0,1
7896,7897,2011-11-30,4,0,11,16,0,3,1,1,27,199,226,Afternoon,Working Day,Clearly,Winter,0,1
7897,7898,2011-11-30,4,0,11,17,0,3,1,2,15,365,380,Evening,Working Day,Misty,Winter,2,0
7898,7899,2011-11-30,4,0,11,18,0,3,1,1,7,369,376,Evening,Working Day,Clearly,Winter,2,0
7899,7900,2011-11-30,4,0,11,19,0,3,1,2,6,273,279,Night,Working Day,Misty,Winter,4,0
7900,7901,2011-11-30,4,0,11,20,0,3,1,2,6,184,190,Night,Working Day,Misty,Winter,4,2
7901,7902,2011-11-30,4,0,11,21,0,3,1,1,7,128,135,Night,Working Day,Clearly,Winter,4,2
7902,7903,2011-11-30,4,0,11,22,0,3,1,1,5,82,87,Night,Working Day,Clearly,Winter,4,2
7903,7904,2011-11-30,4,0,11,23,0,3,1,1,4,46,50,Night,Working Day,Clearly,Winter,4,2
7904,7905,2011-12-01,4,0,12,0,0,4,1,1,1,19,20,Dawn,Working Day,Clearly,Winter,1,1
7905,7906,2011-12-01,4,0,12,1,0,4,1,1,1,9,10,Dawn,Working Day,Clearly,Winter,1,1
7906,7907,2011-12-01,4,0,12,2,0,4,1,1,1,8,9,Dawn,Working Day,Clearly,Winter,1,1
7907,7908,2011-12-01,4,0,12,3,0,4,1,1,1,6,7,Dawn,Working Day,Clearly,Winter,1,1
7908,7909,2011-12-01,4,0,12,4,0,4,1,1,0,1,1,Morning,Working Day,Clearly,Winter,3,2
7909,7910,2011-12-01,4,0,12,5,0,4,1,1,1,23,24,Morning,Working Day,Clearly,Winter,3,2
7910,7911,2011-12-01,4,0,12,6,0,4,1,1,5,92,97,Morning,Working Day,Clearly,Winter,3,2
7911,7912,2011-12-01,4,0,12,7,0,4,1,1,11,265,276,Morning,Working Day,Clearly,Winter,3,0
7912,7913,2011-12-01,4,0,12,8,0,4,1,1,15,462,477,Morning,Working Day,Clearly,Winter,3,0
7913,7914,2011-12-01,4,0,12,9,0,4,1,1,9,215,224,Morning,Working Day,Clearly,Winter,3,0
7914,7915,2011-12-01,4,0,12,10,0,4,1,1,7,86,93,Morning,Working Day,Clearly,Winter,3,2
7915,7916,2011-12-01,4,0,12,11,0,4,1,1,7,95,102,Afternoon,Working Day,Clearly,Winter,0,1
7916,7917,2011-12-01,4,0,12,12,0,4,1,1,9,139,148,Afternoon,Working Day,Clearly,Winter,0,1
7917,7918,2011-12-01,4,0,12,13,0,4,1,1,17,137,154,Afternoon,Working Day,Clearly,Winter,0,1
7918,7919,2011-12-01,4,0,12,14,0,4,1,1,20,130,150,Afternoon,Working Day,Clearly,Winter,0,1
7919,7920,2011-12-01,4,0,12,15,0,4,1,1,10,144,154,Afternoon,Working Day,Clearly,Winter,0,1
7920,7921,2011-12-01,4,0,12,16,0,4,1,1,9,192,201,Afternoon,Working Day,Clearly,Winter,0,1
7921,7922,2011-12-01,4,0,12,17,0,4,1,1,9,409,418,Evening,Working Day,Clearly,Winter,2,3
7922,7923,2011-12-01,4,0,12,18,0,4,1,1,12,393,405,Evening,Working Day,Clearly,Winter,2,0
7923,7924,2011-12-01,4,0,12,19,0,4,1,1,9,219,228,Night,Working Day,Clearly,Winter,4,0
7924,7925,2011-12-01,4,0,12,20,0,4,1,1,12,178,190,Night,Working Day,Clearly,Winter,4,2
7925,7926,2011-12-01,4,0,12,21,0,4,1,1,8,154,162,Night,Working Day,Clearly,Winter,4,2
7926,7927,2011-12-01,4,0,12,22,0,4,1,1,5,99,104,Night,Working Day,Clearly,Winter,4,2
7927,7928,2011-12-01,4,0,12,23,0,4,1,1,3,70,73,Night,Working Day,Clearly,Winter,4,2
7928,7929,2011-12-02,4,0,12,0,0,5,1,1,6,32,38,Dawn,Working Day,Clearly,Winter,1,1
7929,7930,2011-12-02,4,0,12,1,0,5,1,1,1,14,15,Dawn,Working Day,Clearly,Winter,1,1
7930,7931,2011-12-02,4,0,12,2,0,5,1,1,0,10,10,Dawn,Working Day,Clearly,Winter,1,1
7931,7932,2011-12-02,4,0,12,3,0,5,1,1,0,1,1,Dawn,Working Day,Clearly,Winter,1,1
7932,7933,2011-12-02,4,0,12,4,0,5,1,1,0,3,3,Morning,Working Day,Clearly,Winter,3,2
7933,7934,2011-12-02,4,0,12,5,0,5,1,1,0,23,23,Morning,Working Day,Clearly,Winter,3,2
7934,7935,2011-12-02,4,0,12,6,0,5,1,1,3,84,87,Morning,Working Day,Clearly,Winter,3,2
7935,7936,2011-12-02,4,0,12,7,0,5,1,1,6,199,205,Morning,Working Day,Clearly,Winter,3,0
7936,7937,2011-12-02,4,0,12,8,0,5,1,1,13,432,445,Morning,Working Day,Clearly,Winter,3,0
7937,7938,2011-12-02,4,0,12,9,0,5,1,1,12,234,246,Morning,Working Day,Clearly,Winter,3,0
7938,7939,2011-12-02,4,0,12,10,0,5,1,1,16,89,105,Morning,Working Day,Clearly,Winter,3,2
7939,7940,2011-12-02,4,0,12,11,0,5,1,1,18,142,160,Afternoon,Working Day,Clearly,Winter,0,1
7940,7941,2011-12-02,4,0,12,12,0,5,1,1,18,186,204,Afternoon,Working Day,Clearly,Winter,0,1
7941,7942,2011-12-02,4,0,12,13,0,5,1,1,19,188,207,Afternoon,Working Day,Clearly,Winter,0,1
7942,7943,2011-12-02,4,0,12,14,0,5,1,1,25,145,170,Afternoon,Working Day,Clearly,Winter,0,1
7943,7944,2011-12-02,4,0,12,15,0,5,1,1,24,175,199,Afternoon,Working Day,Clearly,Winter,0,1
7944,7945,2011-12-02,4,0,12,16,0,5,1,1,22,254,276,Afternoon,Working Day,Clearly,Winter,0,1
7945,7946,2011-12-02,4,0,12,17,0,5,1,1,20,391,411,Evening,Working Day,Clearly,Winter,2,3
7946,7947,2011-12-02,4,0,12,18,0,5,1,1,10,362,372,Evening,Working Day,Clearly,Winter,2,0
7947,7948,2011-12-02,4,0,12,19,0,5,1,1,13,252,265,Night,Working Day,Clearly,Winter,4,0
7948,7949,2011-12-02,4,0,12,20,0,5,1,1,12,178,190,Night,Working Day,Clearly,Winter,4,2
7949,7950,2011-12-02,4,0,12,21,0,5,1,1,9,102,111,Night,Working Day,Clearly,Winter,4,2
7950,7951,2011-12-02,4,0,12,22,0,5,1,1,7,95,102,Night,Working Day,Clearly,Winter,4,2
7951,7952,2011-12-02,4,0,12,23,0,5,1,1,14,81,95,Night,Working Day,Clearly,Winter,4,2
7952,7953,2011-12-03,4,0,12,0,0,6,0,1,10,65,75,Dawn,Holiday,Clearly,Winter,1,1
7953,7954,2011-12-03,4,0,12,1,0,6,0,1,9,62,71,Dawn,Holiday,Clearly,Winter,1,1
7954,7955,2011-12-03,4,0,12,2,0,6,0,1,9,41,50,Dawn,Holiday,Clearly,Winter,1,1
7955,7956,2011-12-03,4,0,12,3,0,6,0,1,4,5,9,Dawn,Holiday,Clearly,Winter,1,1
7956,7957,2011-12-03,4,0,12,4,0,6,0,1,1,7,8,Morning,Holiday,Clearly,Winter,3,2
7957,7958,2011-12-03,4,0,12,5,0,6,0,1,0,6,6,Morning,Holiday,Clearly,Winter,3,2
7958,7959,2011-12-03,4,0,12,6,0,6,0,1,1,10,11,Morning,Holiday,Clearly,Winter,3,2
7959,7960,2011-12-03,4,0,12,7,0,6,0,1,2,24,26,Morning,Holiday,Clearly,Winter,3,2
7960,7961,2011-12-03,4,0,12,8,0,6,0,1,1,62,63,Morning,Holiday,Clearly,Winter,3,2
7961,7962,2011-12-03,4,0,12,9,0,6,0,1,25,99,124,Morning,Holiday,Clearly,Winter,3,2
7962,7963,2011-12-03,4,0,12,10,0,6,0,1,22,173,195,Morning,Holiday,Clearly,Winter,3,2
7963,7964,2011-12-03,4,0,12,11,0,6,0,1,48,227,275,Afternoon,Holiday,Clearly,Winter,0,1
7964,7965,2011-12-03,4,0,12,12,0,6,0,1,78,280,358,Afternoon,Holiday,Clearly,Winter,0,3
7965,7966,2011-12-03,4,0,12,13,0,6,0,1,70,222,292,Afternoon,Holiday,Clearly,Winter,0,1
7966,7967,2011-12-03,4,0,12,14,0,6,0,1,92,251,343,Afternoon,Holiday,Clearly,Winter,0,1
7967,7968,2011-12-03,4,0,12,15,0,6,0,1,100,237,337,Afternoon,Holiday,Clearly,Winter,0,1
7968,7969,2011-12-03,4,0,12,16,0,6,0,1,75,230,305,Afternoon,Holiday,Clearly,Winter,0,1
7969,7970,2011-12-03,4,0,12,17,0,6,0,1,46,186,232,Evening,Holiday,Clearly,Winter,2,0
7970,7971,2011-12-03,4,0,12,18,0,6,0,1,31,193,224,Evening,Holiday,Clearly,Winter,2,0
7971,7972,2011-12-03,4,0,12,19,0,6,0,1,31,144,175,Night,Holiday,Clearly,Winter,4,2
7972,7973,2011-12-03,4,0,12,20,0,6,0,1,17,110,127,Night,Holiday,Clearly,Winter,4,2
